Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size
Kammerer Gewindetechnik GmbH,https://www.kammerer-gewinde.de,False,Kugelgewindetriebe,Serienproduktionen,Trapezgewindetriebe,CNC-gesteuerten Fräsmaschinen,Drehmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Hornberg,8208081.0,200-350
Glüpker Blechtechnologie GmbH,https://gluepker-blechtechnologie.de,True,Blechbearbeitungen,Blechkonstruktionen,Blechmontagen,Gesenkbiegepressen,Laserschneidmaschinen,Schweißroboter,Biegen,Laserschneiden,Schweißen,Neuenhaus,6266494.0,200-350
Stokvis Tapes Deutschland GmbH,https://stokvistapes.de,False,Klebebänder,Lückenfüller,Schaumdichtungen,,,,,,,Remscheid,1204002.0,40-60
Weber Stahl-Anarbeitungs-Service GmbH,http://www.weber-stahl.de,True,Konstruktionen,Oberflächentechniken,Zuschitte,Abkantpressen,Laserschneidanlagen,Roboteranlagen,Biegen,Laserschneiden,Schweißen,Großlittgen,3714911.0,120-200
Hidria Bausch GmbH,https://www.hidria.com,False,Alle Produkte,Automobiltechnologien,Industrietechnologien,,,,,,,Vaihingen an der Enz,5922258.0,200-350
PCM.de GmbH,https://pcmnet.de/de/,False,Automobilkomponenten,Technologische Innovationen,Wasserstoffspeichersysteme,,,,,,,Klipphausen,6840781.0,200-350
PSI PRODUCTS GmbH,https://psi-products.de,False,Dichtungen,Korrosionsschutzprodukte,Rohrschutzprodukte,,,,,,,Mössingen,398472.0,10-15
Gustav Meister GmbH,https://www.meister-siebe.de,False,Drahtsiebe,Kunststoffsiebe,Zubehör,,,,,,,Beverungen,1420061.0,40-60
UNGRICHT GMBH + CO KG,https://www.saueressig.com,True,Kalander,Sondermaschinen,Walzen,Extrudiermaschinen,Fräsmaschinen,Lasermaschinen,Extrudieren,Fräsen,Laserschneiden,Mönchengladbach,2265532.0,80-120
Wippermann junior GmbH,https://www.wippermann.com,False,Industrieketten,Kettenräder,Schmierstoffe,,,,,,,Hagen,1606092.0,60-80
Witte Barskamp GmbH & Co. KG,https://www.witte-barskamp.de,True,Automatisierungssysteme,Baukastenlösungen,Vakuum-Spannsysteme,,,,,,,Bleckede,1279913.0,40-60
Carl Hirschmann GmbH,https://www.carlhirschmann.de,False,Gelenklager,Rundteiltische,Spannsysteme,Erodiermaschinen,Fräsmaschinen,Lasermaschinen,Erodieren,Fräsen,Laserschneiden,Fluorn-Winzeln,2450121.0,80-120
Geo. Gleistein & Sohn,https://gleistein.com,False,Anwendungslösungen,Faserseile,Servicedienstleistungen,Flechtmaschinen,Reißmaschinen,Verseilmaschinen,Flechten,Testen,Verseilen,Bremen,1051804.0,21-40
Kramski GmbH,https://www.kramski.de,True,Hybridteile,Spritzgussteile,Stanzteile,Folgeprozessmaschinen,Spritzgießmaschinen,Stanzmaschinen,Qualitätsmanagements,Spritzgusstechniken,Stanztechniken,Pforzheim,12540359.0,350-600
ARUP Alu-Rohr und Profil GmbH,http://www.thermaltransfer.com,False,Kühlsysteme,Wärmetauscher,Wärmeübertragungstechnologien,,,,,,,Dortmund,1021664.0,21-40
Lochanstalt Aherhammer Stahlschmidt,http://www.aherhammer.de,True,Lochbleche,Lochplatten,Werkzeuge,CNC-Breitpressen,CNC-Stanzautomaten,Laserschneidmaschinen,Biegen,Laserschneiden,Stanzen,Kreuztal,3493042.0,120-200
Maxcess,https://www.maxcessintl.com/de/,False,Bahnlaufregelungen,Rotationswerkzeuge,Slitting-Systeme,,,,,,,Kelkheim (Taunus),44479.0,No Match
F & S Feuerfestbau GmbH & Co. KG,https://www.fus-online.com,False,Feuerfestbauten,Leistungen,Schornsteinbauten,,,,,,,Magdeburg,134693.0,No Match
LMS Landshuter Metall- und Schweißtechnik GmbH,http://www.lms-technik.com,False,Metallkomponenten,Metallsysteme,Metallteile,,,,Metallbearbeitungen,Metallverarbeitungen,Schweißtechniken,Ergolding,1691792.0,60-80
Klein Umformtechnik GmbH,https://www.klein-ut.de,True,Baugruppen,Prototypen,Werkzeuge,Pressen,Schweißmaschinen,Stanzmaschinen,Pressen,Schweißen,Stanzen,Netphen,161988.0,No Match
eurocylinder systems AG,https://eurocylinders.com,False,Druckbehälter,Hochdruckstahlflaschen,Hochdruckstahlzylinder,,,,Prüfverfahren,Ultraschallprüfungen,Wärmebehandlungen,Apolda,4287792.0,120-200
SPIR STAR AG,https://www.spirstar.de,False,Hochdruckadapter,Hochdruckschläuche,Hochdruckventile,,,,,,,Rimbach,135704.0,No Match
Dockweiler Aktiengesellschaft,https://www.dockweiler.com,False,Armaturen,Kugelhähne,Rohre,Dokumentationssysteme,Oberflächenbehandlungsmaschinen,Schweißmaschinen,Dokumentationen,Oberflächenbehandlungen,Schweißarbeiten,Neustadt-Glewe,1510986.0,60-80
Kettling GmbH & Co. KG,https://www.kettling.de,True,Komponenten,Systeme,Teile,Drehmaschinen,Fräsmaschinen,Schleifmaschinen,Drehungen,Fräsungen,Schleifungen,Lennestadt,156747.0,No Match
OSBRA - Formteile GmbH,https://www.osbra.de,True,Exterieurteile,Interieurteile,Kunststoffteile,CNC-Bearbeitungszentren,Lackierkabinen,Spritzgussmaschinen,CNC-Bearbeitungen,Lackierens,Spritzgießens,Mindelheim,2215926.0,80-120
Euscher GmbH & Co. KG,https://www.euscher.com,False,Aerosole,Elektroniken,Tiefziehtechniken,Prüfmaschinen,Stanzmaschinen,Tiefziehmaschinen,Prüfens,Stanzens,Tiefziehens,Bielefeld,2664852.0,120-200
Weh GmbH Verbindungstechnik,https://www.weh.de,False,H2 Betankungskomponenten,Schnellanschlüsse,Ultrahochdrucklösungen,,,,,,,Illertissen,528854.0,10-15
Präzisionskugeln Eltmann GmbH,https://www.umbragroup.com,False,Aktuatoren,Kugelgewinde,mechatronische Komponenten,Erodiermaschinen,Fräsmaschinen,Schleifmaschinen,Erodieren,Fräsen,Schleifen,Eltmann,2171992.0,80-120
VHW Metallpresswerk GmbH,https://vhw-metallpresswerk.de,True,Bauteile,Komponenten,Umformteile,Automatisierungslösungen,Pressen,Wärmebehandlungsanlagen,Automatisierungen,Warmumformungen,Wärmebehandlungen,Spaichingen,4075458.0,120-200
PFEIFFER Metalltechnologie GmbH,https://www.pfeiffer-metalltechnologie.de/de/,True,Baugruppen,Komponenten,Profile,CNC-Maschinen,Reinigungsmaschinen,Sägemaschinen,Sägen,Verpackungen,Weiterbearbeitungen,Frittlingen,2991444.0,120-200
Kollmeder Schmiede- und Presswerk,https://www.kollmeder-presswerk.de,True,Ringe,Scheiben,Schmiedestücke,Drehen,Ringwalzen,Schmieden,Drehen,Ringwalzen,Schmieden,Ergolding,9144011.0,200-350
Ringhoffer Verzahnungstechnik GmbH & Co. KG,https://www.ringhoffer.de,True,Kegelräder,Zahnräder,Zahnstangen,CNC-Fräsmaschinen,Drehmaschinen,Schleifmaschinen,Drehen,Fräsen,Schleifen,Kohlberg,4070842.0,120-200
